day,price,predicted_price,action,holding,steps_holding,portfolio_value,capital
349,36040.921875,39669.5625,BUY,True,0,12800.876321863821,12800.876321863821
350,35501.953125,39356.65234375,SELL,False,0,12609.447469571192,12609.447469571192
351,34059.265625,38943.13671875,BUY,True,0,12609.447469571192,12609.447469571192
352,30296.953125,38379.20703125,SELL,False,0,11216.561247208285,11216.561247208285
353,31022.90625,37466.171875,BUY,True,0,11216.561247208285,11216.561247208285
354,28936.35546875,36473.796875,SELL,False,0,10462.153376949485,10462.153376949485
355,29047.751953125,35327.171875,BUY,True,0,10462.153376949485,10462.153376949485
356,29283.103515625,34158.4609375,SELL,False,0,10546.920148173405,10546.920148173405
357,30101.265625,33035.2578125,BUY,True,0,10546.920148173405,10546.920148173405
358,31305.11328125,32104.08203125,HOLD,True,1,10968.725837648779,10546.920148173405
359,29862.91796875,31493.048828125,SELL,False,0,10463.407589954417,10463.407589954417
360,30425.857421875,31028.14453125,BUY,True,0,10463.407589954417,10463.407589954417
361,28720.271484375,30742.212890625,SELL,False,0,9876.859096141838,9876.859096141838
362,30314.333984375,30460.662109375,BUY,True,0,9876.859096141838,9876.859096141838
363,29200.740234375,30330.11328125,SELL,False,0,9514.033755338924,9514.033755338924
364,29432.2265625,30222.20703125,BUY,True,0,9514.033755338924,9514.033755338924
365,30323.72265625,30157.287109375,HOLD,True,1,9802.211882490777,9514.033755338924
366,29098.91015625,30200.072265625,SELL,False,0,9406.288473698858,9406.288473698858
367,29655.5859375,30214.091796875,BUY,True,0,9406.288473698858,9406.288473698858
368,29562.361328125,30269.849609375,SELL,False,0,9376.719084293529,9376.719084293529
369,29267.224609375,30330.609375,BUY,True,0,9376.719084293529,9376.719084293529
370,28627.57421875,30365.810546875,SELL,False,0,9171.786019915158,9171.786019915158
371,28814.900390625,30326.77734375,BUY,True,0,9171.786019915158,9171.786019915158
372,29445.95703125,30257.451171875,SELL,False,0,9372.651419267437,9372.651419267437
373,31726.390625,30228.19921875,BUY,True,0,9372.651419267437,9372.651419267437
374,31792.310546875,30425.8984375,SELL,False,0,9392.125567985535,9392.125567985535
375,29799.080078125,30768.875,BUY,True,0,9392.125567985535,9392.125567985535
376,30467.48828125,31011.68359375,SELL,False,0,9602.795620818139,9602.795620818139
377,29704.390625,31225.294921875,BUY,True,0,9602.795620818139,9602.795620818139
378,29832.9140625,31336.8671875,SELL,False,0,9644.3445055732,9644.3445055732
379,29906.662109375,31382.078125,BUY,True,0,9644.3445055732,9644.3445055732
380,31370.671875,31385.572265625,HOLD,True,1,10116.460534021086,9644.3445055732
381,31155.478515625,31487.458984375,SELL,False,0,10047.064662106863,10047.064662106863
382,30214.35546875,31629.783203125,BUY,True,0,10047.064662106863,10047.064662106863
383,30111.998046875,31706.880859375,SELL,False,0,10013.028138068204,10013.028138068204
384,29083.8046875,31724.625,BUY,True,0,10013.028138068204,10013.028138068204
385,28360.810546875,31611.626953125,SELL,False,0,9764.11432670404,9764.11432670404
386,26762.6484375,31356.19921875,BUY,True,0,9764.11432670404,9764.11432670404
387,22487.388671875,30886.05078125,SELL,False,0,8204.32381398975,8204.32381398975
388,22206.79296875,29938.779296875,BUY,True,0,8204.32381398975,8204.32381398975
389,22572.83984375,28726.923828125,SELL,False,0,8339.560230064108,8339.560230064108
390,20381.650390625,27546.220703125,BUY,True,0,8339.560230064108,8339.560230064108
391,20471.482421875,26291.93359375,SELL,False,0,8376.316803788037,8376.316803788037
392,19017.642578125,25058.771484375,BUY,True,0,8376.316803788037,8376.316803788037
393,20553.271484375,23775.556640625,HOLD,True,1,9052.684243073074,8376.316803788037
394,20599.537109375,22719.822265625,SELL,False,0,9073.061928190105,9073.061928190105
395,20710.59765625,21876.037109375,BUY,True,0,9073.061928190105,9073.061928190105
396,19987.029296875,21247.169921875,SELL,False,0,8756.07539584312,8756.07539584312
397,21085.876953125,20764.140625,BUY,True,0,8756.07539584312,8756.07539584312
398,21231.65625,20478.146484375,SELL,False,0,8816.611389552469,8816.611389552469
399,21502.337890625,20383.533203125,BUY,True,0,8816.611389552469,8816.611389552469
400,21027.294921875,20434.08984375,SELL,False,0,8621.829349101223,8621.829349101223
401,20735.478515625,20552.05078125,BUY,True,0,8621.829349101223,8621.829349101223
402,20280.634765625,20684.6328125,SELL,False,0,8432.704936561131,8432.704936561131
403,20104.0234375,20779.626953125,BUY,True,0,8432.704936561131,8432.704936561131
404,19784.7265625,20829.458984375,SELL,False,0,8298.774713966053,8298.774713966053
405,19269.3671875,20818.03125,BUY,True,0,8298.774713966053,8298.774713966053
406,19242.255859375,20724.0546875,SELL,False,0,8287.09862714304,8287.09862714304
407,19297.076171875,20578.279296875,BUY,True,0,8287.09862714304,8287.09862714304
408,20231.26171875,20411.6953125,HOLD,True,1,8688.283122351075,8287.09862714304
409,20190.115234375,20318.037109375,SELL,False,0,8670.612830171123,8670.612830171123
410,20548.24609375,20286.46484375,BUY,True,0,8670.612830171123,8670.612830171123
411,21637.587890625,20327.90234375,HOLD,True,1,9130.275465966542,8670.612830171123
412,21731.1171875,20510.39453125,SELL,False,0,9169.741429036154,9169.741429036154
413,21592.20703125,20786.74609375,BUY,True,0,9169.741429036154,9169.741429036154
414,20860.44921875,21094.78125,SELL,False,0,8858.979776946082,8858.979776946082
415,19970.556640625,21338.814453125,BUY,True,0,8858.979776946082,8858.979776946082
416,19323.9140625,21443.59765625,SELL,False,0,8572.127806537392,8572.127806537392
417,20212.07421875,21388.609375,BUY,True,0,8572.127806537392,8572.127806537392
418,20569.919921875,21303.56640625,SELL,False,0,8723.893482291844,8723.893482291844
419,20836.328125,21236.1484375,BUY,True,0,8723.893482291844,8723.893482291844
420,21190.31640625,21209.15625,SELL,False,0,8872.103667938676,8872.103667938676
421,20779.34375,21243.58203125,BUY,True,0,8872.103667938676,8872.103667938676
422,22485.689453125,21282.4296875,HOLD,True,1,9600.657762505147,8872.103667938676
423,23389.43359375,21467.455078125,HOLD,True,2,9986.527104741575,8872.103667938676
424,23231.732421875,21817.890625,SELL,False,0,9919.19383559392,9919.19383559392
425,23164.62890625,22234.728515625,BUY,True,0,9919.19383559392,9919.19383559392
426,22714.978515625,22657.787109375,SELL,False,0,9726.651602307527,9726.651602307527
427,22465.478515625,23011.8828125,BUY,True,0,9726.651602307527,9726.651602307527
428,22609.1640625,23273.916015625,SELL,False,0,9788.86168404552,9788.86168404552
429,21361.701171875,23462.64453125,BUY,True,0,9788.86168404552,9788.86168404552
430,21239.75390625,23490.802734375,SELL,False,0,9732.980136675014,9732.980136675014
431,22930.548828125,23397.150390625,BUY,True,0,9732.980136675014,9732.980136675014
432,23843.88671875,23363.15234375,HOLD,True,1,10120.650733404149,9732.980136675014
433,23804.6328125,23451.4921875,SELL,False,0,10103.989226840053,10103.989226840053
434,23656.20703125,23609.7890625,BUY,True,0,10103.989226840053,10103.989226840053
435,23336.896484375,23789.244140625,SELL,False,0,9967.605979881679,9967.605979881679
436,23314.19921875,23945.41015625,BUY,True,0,9967.605979881679,9967.605979881679
437,22978.1171875,24071.486328125,SELL,False,0,9823.919583750854,9823.919583750854
438,22846.5078125,24140.611328125,BUY,True,0,9823.919583750854,9823.919583750854
439,22630.95703125,24155.05078125,SELL,False,0,9731.23349104061,9731.23349104061
440,23289.314453125,24114.041015625,BUY,True,0,9731.23349104061,9731.23349104061
441,22961.279296875,24090.525390625,SELL,False,0,9594.16691034912,9594.16691034912
442,23175.890625,24055.041015625,BUY,True,0,9594.16691034912,9594.16691034912
443,23809.486328125,24030.892578125,HOLD,True,1,9856.457711933419,9594.16691034912
444,23164.318359375,24066.4375,SELL,False,0,9589.37631784359,9589.37631784359
445,23947.642578125,24088.927734375,BUY,True,0,9589.37631784359,9589.37631784359
446,23957.529296875,24162.380859375,SELL,False,0,9593.335265632839,9593.335265632839
447,24402.818359375,24265.9296875,BUY,True,0,9593.335265632839,9593.335265632839
448,24424.068359375,24417.31640625,SELL,False,0,9601.689152114004,9601.689152114004
449,24319.333984375,24591.580078125,BUY,True,0,9601.689152114004,9601.689152114004
450,24136.97265625,24759.80078125,SELL,False,0,9529.68977963333,9529.68977963333
451,23883.291015625,24896.548828125,BUY,True,0,9529.68977963333,9529.68977963333
452,23335.998046875,24981.283203125,SELL,False,0,9311.314003558336,9311.314003558336
453,23212.73828125,24980.708984375,BUY,True,0,9311.314003558336,9311.314003558336
454,20877.552734375,24912.28125,SELL,False,0,8374.602202474207,8374.602202474207
455,21166.060546875,24617.798828125,BUY,True,0,8374.602202474207,8374.602202474207
456,21534.12109375,24214.203125,SELL,False,0,8520.229711177442,8520.229711177442
457,21398.908203125,23789.1796875,BUY,True,0,8520.229711177442,8520.229711177442
458,21528.087890625,23364.203125,SELL,False,0,8571.664139563718,8571.664139563718
459,21395.01953125,22990.828125,BUY,True,0,8571.664139563718,8571.664139563718
460,21600.904296875,22670.703125,SELL,False,0,8654.149460963525,8654.149460963525
461,20260.01953125,22426.73046875,BUY,True,0,8654.149460963525,8654.149460963525
462,20041.73828125,22140.69140625,SELL,False,0,8560.909740285457,8560.909740285457
463,19616.814453125,21830.09765625,BUY,True,0,8560.909740285457,8560.909740285457
464,20297.994140625,21491.716796875,HOLD,True,1,8858.181136491909,8560.909740285457
465,19796.80859375,21211.396484375,SELL,False,0,8639.460393621805,8639.460393621805
466,20049.763671875,20939.861328125,BUY,True,0,8639.460393621805,8639.460393621805
467,20127.140625,20723.068359375,SELL,False,0,8672.802189208169,8672.802189208169
468,19969.771484375,20565.82421875,BUY,True,0,8672.802189208169,8672.802189208169
469,19832.087890625,20448.1484375,SELL,False,0,8613.006684075455,8613.006684075455
470,19986.712890625,20354.67578125,BUY,True,0,8613.006684075455,8613.006684075455
471,19812.37109375,20296.615234375,SELL,False,0,8537.87641778227,8537.87641778227
472,18837.66796875,20251.458984375,BUY,True,0,8537.87641778227,8537.87641778227
473,19290.32421875,20141.490234375,SELL,False,0,8743.035736263091,8743.035736263091
474,19329.833984375,20031.001953125,BUY,True,0,8743.035736263091,8743.035736263091
475,21381.15234375,19930.78515625,HOLD,True,1,9670.86314217695,8743.035736263091
476,21680.5390625,20018.44921875,SELL,False,0,9806.278106584283,9806.278106584283
477,21769.255859375,20257.505859375,BUY,True,0,9806.278106584283,9806.278106584283
478,22370.44921875,20595.126953125,HOLD,True,1,10077.09440439191,9806.278106584283
479,20296.70703125,21025.541015625,SELL,False,0,9142.947057172238,9142.947057172238
480,20241.08984375,21310.62890625,BUY,True,0,9142.947057172238,9142.947057172238
481,19701.2109375,21467.712890625,SELL,False,0,8899.082507623194,8899.082507623194
482,19772.583984375,21478.841796875,BUY,True,0,8899.082507623194,8899.082507623194
483,20127.576171875,21394.99609375,SELL,False,0,9058.854481211501,9058.854481211501
484,19419.505859375,21283.193359375,BUY,True,0,9058.854481211501,9058.854481211501
485,19544.12890625,21099.458984375,SELL,False,0,9116.988918556148,9116.988918556148
486,18890.7890625,20891.505859375,BUY,True,0,9116.988918556148,9116.988918556148
487,18547.400390625,20628.41796875,SELL,False,0,8951.264199176545,8951.264199176545
488,19413.55078125,20316.36328125,BUY,True,0,8951.264199176545,8951.264199176545
489,19297.638671875,20066.3671875,SELL,False,0,8897.81906043863,8897.81906043863
490,18937.01171875,19875.458984375,BUY,True,0,8897.81906043863,8897.81906043863
491,18802.09765625,19718.541015625,SELL,False,0,8834.427806598662,8834.427806598662
492,19222.671875,19574.03515625,BUY,True,0,8834.427806598662,8834.427806598662
493,19110.546875,19482.75,SELL,False,0,8782.896977572591,8782.896977572591
494,19426.720703125,19426.888671875,BUY,True,0,8782.896977572591,8782.896977572591
495,19573.05078125,19417.41796875,SELL,False,0,8849.053382481696,8849.053382481696
496,19431.7890625,19450.94921875,BUY,True,0,8849.053382481696,8849.053382481696
497,19312.095703125,19502.7421875,SELL,False,0,8794.54615603789,8794.54615603789
498,19044.107421875,19555.193359375,BUY,True,0,8794.54615603789,8794.54615603789
499,19623.580078125,19586.1640625,HOLD,True,1,9062.145939459546,8794.54615603789
500,20336.84375,19638.017578125,HOLD,True,2,9391.530254763526,8794.54615603789
501,20160.716796875,19749.076171875,SELL,False,0,9310.195037298783,9310.195037298783
502,19955.443359375,19891.322265625,BUY,True,0,9310.195037298783,9310.195037298783
503,19546.849609375,20047.00390625,SELL,False,0,9119.565972586264,9119.565972586264
504,19416.568359375,20149.75390625,BUY,True,0,9119.565972586264,9119.565972586264
505,19446.42578125,20197.0390625,SELL,False,0,9133.589394414506,9133.589394414506
506,19141.484375,20205.1328125,BUY,True,0,9133.589394414506,9133.589394414506
507,19051.41796875,20160.201171875,SELL,False,0,9090.613125865948,9090.613125865948
508,19157.4453125,20074.37109375,BUY,True,0,9090.613125865948,9090.613125865948
509,19382.904296875,19975.68359375,SELL,False,0,9197.598184117242,9197.598184117242
510,19185.65625,19901.89453125,BUY,True,0,9197.598184117242,9197.598184117242
511,19067.634765625,19832.677734375,SELL,False,0,9141.018717862376,9141.018717862376
512,19268.09375,19760.890625,BUY,True,0,9141.018717862376,9141.018717862376
513,19550.7578125,19707.259765625,SELL,False,0,9275.117997204918,9275.117997204918
514,19334.416015625,19690.744140625,BUY,True,0,9275.117997204918,9275.117997204918
515,19139.53515625,19685.10546875,SELL,False,0,9181.629630934167,9181.629630934167
516,19053.740234375,19674.048828125,BUY,True,0,9181.629630934167,9181.629630934167
517,19172.46875,19653.775390625,SELL,False,0,9238.842610836802,9238.842610836802
518,19208.189453125,19636.138671875,BUY,True,0,9238.842610836802,9238.842610836802
519,19567.0078125,19624.140625,SELL,False,0,9411.42870263032,9411.42870263032
520,19345.572265625,19640.91796875,BUY,True,0,9411.42870263032,9411.42870263032
521,20095.857421875,19662.40625,HOLD,True,1,9776.434976817194,9411.42870263032
522,20770.44140625,19735.2109375,HOLD,True,2,10104.613383002817,9411.42870263032
523,20285.8359375,19891.052734375,SELL,False,0,9868.857637169986,9868.857637169986
524,20595.3515625,20090.3671875,BUY,True,0,9868.857637169986,9868.857637169986
525,20818.4765625,20310.826171875,SELL,False,0,9975.774426311033,9975.774426311033
526,20635.603515625,20547.787109375,BUY,True,0,9975.774426311033,9975.774426311033
527,20495.7734375,20763.2890625,SELL,False,0,9908.177017961321,9908.177017961321
528,20485.2734375,20936.11328125,BUY,True,0,9908.177017961321,9908.177017961321
529,20159.50390625,21065.9375,SELL,False,0,9750.611038062096,9750.611038062096
530,20209.98828125,21128.908203125,BUY,True,0,9750.611038062096,9750.611038062096
531,21147.23046875,21145.501953125,HOLD,True,1,10202.797545624471,9750.611038062096
532,21282.69140625,21209.5078125,SELL,False,0,10268.152700413906,10268.152700413906
533,20926.486328125,21314.20703125,BUY,True,0,10268.152700413906,10268.152700413906
534,20602.81640625,21408.974609375,SELL,False,0,10109.335203284596,10109.335203284596
535,18541.271484375,21461.6875,BUY,True,0,10109.335203284596,10109.335203284596
536,15880.7802734375,21303.16796875,SELL,False,0,8658.744423713453,8658.744423713453
537,17586.771484375,20782.525390625,BUY,True,0,8658.744423713453,8658.744423713453
538,17034.29296875,20199.431640625,SELL,False,0,8386.734847047286,8386.734847047286
539,16799.185546875,19639.5859375,BUY,True,0,8386.734847047286,8386.734847047286
540,16353.365234375,19137.353515625,SELL,False,0,8164.165917146945,8164.165917146945
541,16618.19921875,18655.673828125,BUY,True,0,8164.165917146945,8164.165917146945
542,16884.61328125,18299.0,SELL,False,0,8295.04944912778,8295.04944912778
543,16669.439453125,18086.212890625,BUY,True,0,8295.04944912778,8295.04944912778
544,16687.517578125,17941.404296875,SELL,False,0,8304.045488931291,8304.045488931291
545,16697.77734375,17870.5,BUY,True,0,8304.045488931291,8304.045488931291
546,16711.546875,17830.57421875,SELL,False,0,8310.89327540654,8310.89327540654
547,16291.83203125,17809.634765625,BUY,True,0,8310.89327540654,8310.89327540654
548,15787.2841796875,17792.92578125,SELL,False,0,8053.510107041658,8053.510107041658
549,16189.76953125,17767.9140625,BUY,True,0,8053.510107041658,8053.510107041658
550,16610.70703125,17749.212890625,SELL,False,0,8262.90310699384,8262.90310699384
551,16604.46484375,17747.072265625,BUY,True,0,8262.90310699384,8262.90310699384
552,16521.841796875,17756.623046875,SELL,False,0,8221.787284402923,8221.787284402923
553,16464.28125,17771.533203125,BUY,True,0,8221.787284402923,8221.787284402923
554,16444.626953125,17787.60546875,SELL,False,0,8211.972495304202,8211.972495304202
555,16217.322265625,17802.8203125,BUY,True,0,8211.972495304202,8211.972495304202
556,16444.982421875,17811.48828125,SELL,False,0,8327.252867167097,8327.252867167097
557,17168.56640625,17827.607421875,BUY,True,0,8327.252867167097,8327.252867167097
558,16967.1328125,17871.95703125,SELL,False,0,8229.551729436236,8229.551729436236
559,17088.66015625,17923.26953125,BUY,True,0,8229.551729436236,8229.551729436236
560,16908.236328125,17979.677734375,SELL,False,0,8142.663277492007,8142.663277492007
561,17130.486328125,18027.84375,BUY,True,0,8142.663277492007,8142.663277492007
562,16974.826171875,18074.8671875,SELL,False,0,8068.6730699878235,8068.6730699878235
563,17089.50390625,18111.1953125,BUY,True,0,8068.6730699878235,8068.6730699878235
564,16848.126953125,18141.546875,SELL,False,0,7954.708865287702,7954.708865287702
565,17233.474609375,18155.93359375,BUY,True,0,7954.708865287702,7954.708865287702
566,17133.15234375,18173.041015625,SELL,False,0,7908.401638576798,7908.401638576798
567,17128.724609375,18186.720703125,BUY,True,0,7908.401638576798,7908.401638576798
568,17104.193359375,18196.537109375,SELL,False,0,7897.075460935403,7897.075460935403
569,17206.4375,18201.74609375,BUY,True,0,7897.075460935403,7897.075460935403
570,17781.318359375,18207.130859375,HOLD,True,1,8160.923077708588,7897.075460935403
571,17815.650390625,18234.2578125,SELL,False,0,8176.680124541114,8176.680124541114
572,17364.865234375,18270.818359375,BUY,True,0,8176.680124541115,8176.680124541114
573,16647.484375,18294.150390625,SELL,False,0,7838.8834451308985,7838.8834451308985
574,16795.091796875,18283.62890625,BUY,True,0,7838.8834451308985,7838.8834451308985
575,16757.9765625,18256.052734375,SELL,False,0,7821.560408149436,7821.560408149436
576,16439.6796875,18218.353515625,BUY,True,0,7821.560408149436,7821.560408149436
577,16906.3046875,18161.1015625,HOLD,True,1,8043.568117230765,7821.560408149436
578,16817.53515625,18112.935546875,SELL,False,0,8001.333945746091,8001.333945746091
579,16830.341796875,18073.494140625,BUY,True,0,8001.333945746091,8001.333945746091
580,16796.953125,18043.71484375,SELL,False,0,7985.460595287669,7985.460595287669
581,16847.755859375,18021.625,BUY,True,0,7985.460595287669,7985.460595287669
582,16841.986328125,18008.494140625,SELL,False,0,7982.725966127874,7982.725966127874
583,16919.8046875,18002.30078125,BUY,True,0,7982.725966127874,7982.725966127874
584,16717.173828125,18004.3359375,SELL,False,0,7887.125180389099,7887.125180389099
585,16552.572265625,18004.00390625,BUY,True,0,7887.125180389099,7887.125180389099
586,16642.341796875,17995.71875,SELL,False,0,7929.899410218258,7929.899410218258
587,16602.5859375,17986.296875,BUY,True,0,7929.899410218258,7929.899410218258
588,16547.49609375,17975.607421875,SELL,False,0,7903.586827280475,7903.586827280475
589,16625.080078125,17963.021484375,BUY,True,0,7903.586827280475,7903.586827280475
590,16688.470703125,17953.37109375,SELL,False,0,7933.722820994111,7933.722820994111
591,16679.857421875,17949.171875,BUY,True,0,7933.722820994111,7933.722820994111
592,16863.23828125,17948.8359375,SELL,False,0,8020.947362077352,8020.947362077352
593,16836.736328125,17958.314453125,BUY,True,0,8020.947362077352,8020.947362077352
594,16951.96875,17972.740234375,SELL,False,0,8075.843582594871,8075.843582594871
595,16955.078125,17993.75390625,BUY,True,0,8075.843582594871,8075.843582594871
596,17091.14453125,18017.619140625,SELL,False,0,8140.653134377506,8140.653134377506
597,17196.5546875,18046.646484375,BUY,True,0,8140.653134377506,8140.653134377506
598,17446.29296875,18080.81640625,SELL,False,0,8258.876392406608,8258.876392406608
599,17934.896484375,18125.22265625,BUY,True,0,8258.876392406608,8258.876392406608
600,18869.587890625,18191.708984375,HOLD,True,1,8689.294309565414,8258.876392406608
601,19909.57421875,18301.05859375,HOLD,True,2,9168.199696126194,8258.876392406608
602,20976.298828125,18449.953125,HOLD,True,3,9659.417847356764,8258.876392406608
603,20880.798828125,18741.70703125,SELL,False,0,9615.440861140984,9615.440861140984
604,21169.6328125,19176.8125,BUY,True,0,9615.440861140984,9615.440861140984
605,21161.51953125,19697.166015625,SELL,False,0,9611.755734585406,9611.755734585406
606,20688.78125,20228.720703125,BUY,True,0,9611.755734585406,9611.755734585406
607,21086.79296875,20713.76953125,SELL,False,0,9796.667130471884,9796.667130471884
608,22676.552734375,21141.90234375,BUY,True,0,9796.667130471884,9796.667130471884
609,22777.625,21622.16015625,SELL,False,0,9840.332115800531,9840.332115800531
610,22720.416015625,22113.970703125,BUY,True,0,9840.332115800531,9840.332115800531
611,22934.431640625,22559.369140625,SELL,False,0,9933.02341276104,9933.02341276104
612,22636.46875,22950.10546875,BUY,True,0,9933.02341276104,9933.02341276104
613,23117.859375,23251.77734375,SELL,False,0,10144.26061594931,10144.26061594931
614,23032.77734375,23515.88671875,BUY,True,0,10144.26061594931,10144.26061594931
615,23078.728515625,23726.849609375,SELL,False,0,10164.498759884425,10164.498759884425
616,23031.08984375,23890.685546875,BUY,True,0,10164.498759884425,10164.498759884425
617,23774.56640625,24006.046875,HOLD,True,1,10492.62333622032,10164.498759884425
618,22840.138671875,24138.337890625,SELL,False,0,10080.224721491551,10080.224721491551
619,23139.283203125,24198.05859375,BUY,True,0,10080.224721491551,10080.224721491551
620,23723.76953125,24226.7734375,SELL,False,0,10334.84598535783,10334.84598535783
621,23471.87109375,24278.310546875,BUY,True,0,10334.84598535783,10334.84598535783
622,23449.322265625,24321.4375,SELL,False,0,10324.917562315142,10324.917562315142
623,23331.84765625,24353.29296875,BUY,True,0,10324.917562315142,10324.917562315142
624,22955.666015625,24365.337890625,SELL,False,0,10158.447915970219,10158.447915970219
625,22760.109375,24332.759765625,BUY,True,0,10158.447915970219,10158.447915970219
626,23264.291015625,24256.3515625,SELL,False,0,10383.4777193025,10383.4777193025
627,22939.3984375,24195.59375,BUY,True,0,10383.4777193025,10383.4777193025
628,21819.0390625,24124.45703125,SELL,False,0,9876.349049838054,9876.349049838054
629,21651.18359375,23962.607421875,BUY,True,0,9876.349049838054,9876.349049838054
630,21870.875,23734.0703125,SELL,False,0,9976.562925074008,9976.562925074008
631,21788.203125,23488.470703125,BUY,True,0,9976.562925074008,9976.562925074008
632,21808.1015625,23248.7734375,SELL,False,0,9985.674186461214,9985.674186461214
633,22220.8046875,23032.884765625,BUY,True,0,9985.674186461214,9985.674186461214
634,24307.841796875,22883.6796875,HOLD,True,1,10923.555279534143,9985.674186461214
635,23623.474609375,22964.201171875,SELL,False,0,10616.011612489352,10616.011612489352
636,24565.6015625,23139.23828125,BUY,True,0,10616.011612489352,10616.011612489352
637,24641.27734375,23442.8359375,SELL,False,0,10648.714860992763,10648.714860992763
638,24327.642578125,23813.935546875,BUY,True,0,10648.714860992763,10648.714860992763
639,24829.1484375,24165.439453125,SELL,False,0,10868.234400563913,10868.234400563913
640,24436.353515625,24526.134765625,BUY,True,0,10868.234400563913,10868.234400563913
641,24188.84375,24835.0390625,SELL,False,0,10758.152749161993,10758.152749161993
642,23947.4921875,25065.759765625,BUY,True,0,10758.152749161993,10758.152749161993
643,23198.126953125,25206.884765625,SELL,False,0,10421.50849459049,10421.50849459049
644,23175.375,25217.130859375,BUY,True,0,10421.50849459049,10421.50849459049
645,23561.212890625,25135.90234375,SELL,False,0,10595.012174884047,10595.012174884047
646,23522.87109375,25029.625,BUY,True,0,10595.012174884047,10595.012174884047
647,23147.353515625,24911.71875,SELL,False,0,10425.874092365944,10425.874092365944
648,23646.55078125,24765.046875,BUY,True,0,10425.874092365944,10425.874092365944
649,23475.466796875,24649.171875,SELL,False,0,10350.442368863656,10350.442368863656
650,22362.6796875,24549.37890625,BUY,True,0,10350.442368863656,10350.442368863656
651,22353.349609375,24379.447265625,SELL,False,0,10346.12399390684,10346.12399390684
652,22435.513671875,24173.0859375,BUY,True,0,10346.12399390684,10346.12399390684
653,22429.7578125,23963.833984375,SELL,False,0,10343.469682726085,10343.469682726085
654,22219.76953125,23759.4453125,BUY,True,0,10343.469682726085,10343.469682726085
655,21718.080078125,23562.2421875,SELL,False,0,10109.92947245326,10109.92947245326
656,20363.021484375,23343.423828125,BUY,True,0,10109.92947245326,10109.92947245326
657,20187.244140625,23013.908203125,SELL,False,0,10022.658703253743,10022.658703253743
658,20632.41015625,22619.03125,BUY,True,0,10022.658703253743,10022.658703253743
659,22163.94921875,22248.900390625,HOLD,True,1,10766.638354583465,10022.658703253743
660,24197.533203125,22043.462890625,HOLD,True,2,11754.497652912672,10022.658703253743
661,24746.07421875,22131.931640625,SELL,False,0,12020.963826409137,12020.963826409137
662,24375.9609375,22480.064453125,BUY,True,0,12020.963826409137,12020.963826409137
663,25052.7890625,22938.171875,HOLD,True,1,12354.740469232876,12020.963826409137
664,27423.9296875,23485.96875,HOLD,True,2,13524.06445008175,12020.963826409137
665,26965.87890625,24228.69140625,SELL,False,0,13298.177483566558,13298.177483566558
666,28038.67578125,25016.326171875,BUY,True,0,13298.177483566558,13298.177483566558
667,27767.236328125,25866.666015625,SELL,False,0,13169.439234590038,13169.439234590038
668,28175.81640625,26674.404296875,BUY,True,0,13169.439234590038,13169.439234590038
669,27307.4375,27424.689453125,SELL,False,0,12763.557003049007,12763.557003049007
670,28333.97265625,28009.826171875,BUY,True,0,12763.557003049007,12763.557003049007
671,27493.28515625,28515.3359375,SELL,False,0,12384.85391900993,12384.85391900993
672,27494.70703125,28858.501953125,BUY,True,0,12384.85391900993,12384.85391900993
673,27994.330078125,29069.87109375,SELL,False,0,12609.90663345001,12609.90663345001
674,27139.888671875,29215.5859375,BUY,True,0,12609.90663345001,12609.90663345001
675,27268.130859375,29224.84375,SELL,False,0,12669.491329260505,12669.491329260505
676,28348.44140625,29159.220703125,BUY,True,0,12669.491329260505,12669.491329260505
677,28033.5625,29135.634765625,SELL,False,0,12528.765582989958,12528.765582989958
678,28478.484375,29115.16015625,BUY,True,0,12528.765582989958,12528.765582989958
679,28411.03515625,29133.384765625,SELL,False,0,12499.09211303464,12499.09211303464
680,28199.30859375,29169.375,BUY,True,0,12499.09211303464,12499.09211303464
681,27790.220703125,29195.970703125,SELL,False,0,12317.767552886304,12317.767552886304
682,28168.08984375,29179.71875,BUY,True,0,12317.767552886304,12317.767552886304
683,28177.984375,29166.0859375,SELL,False,0,12322.094382879333,12322.094382879333
684,28044.140625,29155.541015625,BUY,True,0,12322.094382879333,12322.094382879333
685,27925.859375,29136.484375,SELL,False,0,12270.12371472038,12270.12371472038
686,27947.794921875,29103.15625,BUY,True,0,12270.12371472038,12270.12371472038
687,28333.05078125,29064.369140625,SELL,False,0,12439.265397259784,12439.265397259784
688,29652.98046875,29056.224609375,BUY,True,0,12439.265397259784,12439.265397259784
689,30235.05859375,29177.0,SELL,False,0,12683.444031729425,12683.444031729425
690,30139.052734375,29422.384765625,BUY,True,0,12683.444031729425,12683.444031729425
691,30399.06640625,29735.880859375,SELL,False,0,12792.865813620721,12792.865813620721
692,30485.69921875,30096.515625,BUY,True,0,12792.865813620721,12792.865813620721
693,30318.49609375,30463.5,SELL,False,0,12722.701533431686,12722.701533431686
694,30315.35546875,30792.1328125,BUY,True,0,12722.701533431686,12722.701533431686
695,29445.044921875,31069.287109375,SELL,False,0,12357.450948106953,12357.450948106953
696,30397.552734375,31215.091796875,BUY,True,0,12357.450948106953,12357.450948106953
697,28822.6796875,31343.244140625,SELL,False,0,11717.221236316842,11717.221236316842
698,28245.98828125,31313.58203125,BUY,True,0,11717.221236316842,11717.221236316842
699,27276.91015625,31129.5,SELL,False,0,11315.220687678308,11315.220687678308
